car,price,body,mileage,engV,engType,registration,year,model,drive
VAZ,400,sedan,10,1.1,Petrol,yes,1982,2101,rear
BMW,47300,crossover,10,2,Diesel,yes,2016,X3,full
VAZ,1000,sedan,10,8,Petrol,yes,1982,2101,rear
VAZ,722.475,sedan,10,1.2,Petrol,yes,1984,2101,rear
Lexus,0,crossover,11,5.7,Petrol,yes,2016,LX 570,full
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear
Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran,front
Chevrolet,5200,sedan,11,1.8,Petrol,yes,2007,Aveo,front
Nissan,16500,hatch,11,1.8,Other,yes,2015,Leaf,front
Volkswagen,29600,sedan,11,1.4,Petrol,yes,2016,Passat B8,front
Maserati,110000,other,11,4.7,Petrol,yes,2014,GranTurismo,rear
BMW,4800,sedan,11,2.5,Diesel,yes,1994,325,rear
Audi,43000,other,11,1.8,Petrol,yes,2015,A6,front
Volkswagen,2350,sedan,11,1.9,Other,no,2000,Passat B5,
Audi,3000,van,11,1.9,Diesel,no,1999,A6,
Daewoo,6000,hatch,11,1.5,Gas,yes,2013,Lanos,front
Ford,15900,hatch,11,1,Petrol,yes,2015,Focus,front
VAZ,1300,sedan,11,1.5,Petrol,yes,1987,2105,rear
Mitsubishi,24500,crossover,11,2.5,Diesel,yes,2012,Pajero Sport,full
Toyota,39900,crossover,11,4,Petrol,yes,2013,Tacoma,full
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear
Kia,13111,sedan,11,1.4,Petrol,yes,2015,Rio,front
Mercedes-Benz,59999,sedan,11,4.7,Petrol,yes,2012,CLS 500,full
Fiat,1000,hatch,11,1.5,Petrol,yes,1988,Uno,front
Volkswagen,12650,hatch,11,1,Petrol,yes,2014,Up,front
VAZ,2350,sedan,11,1.5,Petrol,yes,2006,21099,front
Nissan,13275,hatch,12,1.8,Other,yes,2013,Leaf,front
Mercedes-Benz,38600,other,12,1.8,Petrol,yes,2012,E-Class,rear
Nissan,20999,hatch,12,1.8,Other,yes,2015,Leaf,front
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
Mercedes-Benz,28000,other,12,1.8,Petrol,yes,2013,C-Class,
VAZ,0,hatch,12,1.3,Gas,yes,1986,2108,front
Skoda,14800,sedan,12,1.6,Petrol,yes,2012,Octavia A5,front
VAZ,1800,other,12,1.5,Petrol,yes,1991,2108,front
Nissan,15990,hatch,12,1.8,Other,yes,2014,Leaf,front
Infiniti,34000,sedan,12,2.5,Petrol,yes,2014,Q70,rear
Toyota,22500,sedan,12,2.5,Petrol,yes,2014,Camry,front
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full
Geely,6200,sedan,12,1.5,Petrol,yes,2013,CK-2,front
Daewoo,2500,hatch,12,1.6,Gas,yes,1998,Nubira,front
Ferrari,205000,other,12,4.5,Petrol,yes,2012,458 Italia,rear
Renault,9200,hatch,12,1.2,Petrol,yes,2013,Sandero,front
Mercedes-Benz,0,van,12,2.2,Diesel,yes,2015,V 250,full
Audi,39900,other,12,1.8,Petrol,yes,2014,A5,front
Hyundai,9700,sedan,12,1.4,Petrol,yes,2011,Accent,
Aston Martin,125000,sedan,12,6,Petrol,yes,2011,Rapide,rear
Audi,98000,other,12,5.2,Petrol,yes,2012,R8,full
VAZ,1240,vagon,12,1.5,Petrol,yes,1998,2104,rear
Porsche,0,crossover,13,3,Diesel,yes,2015,Macan,full
VAZ,0,sedan,13,1.6,Petrol,yes,2012,2115,front
Kia,13000,sedan,13,1.4,Petrol,yes,2015,Rio,front
Peugeot,19000,crossover,13,1.6,Petrol,yes,2015,2008,front
VAZ,1450,sedan,13,1.8,Petrol,yes,1996,2107,rear
Skoda,17900,sedan,13,1.8,Petrol,yes,2012,Octavia A5,front
Nissan,16600,hatch,13,1.8,Other,yes,2014,Leaf,front
Lexus,70000,crossover,13,2,Petrol,yes,2016,RX 200,full
Nissan,16800,hatch,13,1.8,Other,yes,2014,Leaf,front
Porsche,0,sedan,14,3.6,Petrol,yes,2014,Panamera,full
Kia,23999,crossover,14,2.2,Diesel,yes,2012,Sorento,full
Mercedes-Benz,126000,sedan,14,3,Diesel,yes,2015,S 350,full
Nissan,27000,van,14,1.6,Diesel,yes,2015,Qashqai,full
BYD,13999,crossover,14,2.4,Gas,yes,2013,S6,front
Honda,13700,sedan,14,1.8,Petrol,yes,2012,Civic,front
Porsche,112000,sedan,14,4.8,Other,yes,2013,Panamera,full
Mercedes-Benz,75500,van,14,2.2,Diesel,yes,2015,V 250,rear
Hyundai,11500,sedan,14,1.4,Petrol,yes,2013,Accent,front
Peugeot,8500,hatch,14,1,Petrol,yes,2013,107,front
VAZ,4100,sedan,14,1.6,Gas,yes,2007,2110,front
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front
Dodge,47000,other,14,6.4,Petrol,yes,2009,Challenger,
Land Rover,75000,crossover,14,2.2,Diesel,yes,2015,Defender,full
Land Rover,147000,crossover,15,5,Petrol,yes,2015,Range Rover Sport,full
Volkswagen,17200,other,15,1.2,Petrol,yes,2014,Golf VII,front
Hyundai,19900,sedan,15,1.6,Petrol,yes,2016,Elantra,front
Toyota,30900,sedan,15,2.5,Petrol,yes,2015,Camry,
Ford,8900,sedan,15,2,Petrol,yes,1988,Sierra,rear
Tesla,99000,sedan,15,0.7,Other,yes,2015,Model S,full
Chevrolet,35000,other,15,3.6,Petrol,yes,2012,Camaro,
Land Rover,153000,crossover,15,4.4,Diesel,yes,2016,Range Rover,full
Daewoo,5400,other,15,1.5,Gas,yes,2014,Lanos,front
Suzuki,12200,hatch,15,1.3,Gas,yes,2014,Splash,
Chevrolet,24000,sedan,15,3,Other,yes,2013,Malibu,
VAZ,2450,sedan,15,1.5,Petrol,yes,2005,2107,rear
BMW,0,crossover,15,4.39,Petrol,yes,2015,X5 M,full
Toyota,0,sedan,15,2.5,Petrol,yes,2015,Camry,front
ZAZ,899,other,15,1.2,Petrol,yes,1991,968,rear
BMW,31000,vagon,15,1.8,Other,yes,2015,I3,front
BMW,64999,sedan,15,3,Petrol,yes,2012,640,rear
Ford,11200,sedan,15,1,Petrol,yes,2015,Focus,front
Mercedes-Benz,28500,hatch,15,1.8,Diesel,yes,2014,A 180,front
VAZ,2300,hatch,15,1.5,Petrol,yes,1994,2108,front
Toyota,28900,sedan,15,2.5,Petrol,yes,2015,Camry,front
Toyota,24000,sedan,16,2.5,Petrol,yes,2013,Camry,front
BMW,75000,crossover,16,3,Diesel,yes,2015,X6,full
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front
Mazda,26300,sedan,16,2.5,Petrol,yes,2013,6,front
Daewoo,5555,other,16,1.5,Petrol,yes,2010,Nexia,front
Ford,8800,hatch,16,1.25,Petrol,yes,2014,Fiesta,
ZAZ,1900,sedan,16,1.3,Petrol,yes,2008,1103 �������,front
Nissan,1499,sedan,16,2,Gas,yes,1991,Primera,
Volkswagen,6700,van,16,2,Diesel,yes,2005,Caddy ����.,front
BMW,70000,sedan,16,3,Diesel,yes,2014,730,full
BMW,0,crossover,16,1.8,Other,yes,2016,X5 M,
Mercedes-Benz,61500,crossover,16,3,Diesel,yes,2013,ML 350,full
Mazda,27500,sedan,16,2.5,Petrol,yes,2014,6,front
BMW,72900,crossover,16,3,Diesel,yes,2015,X6,full
Chevrolet,6600,hatch,16,1.5,Gas,yes,2014,Aveo,front
Renault,8250,sedan,16,1.2,Petrol,yes,2014,Logan,front
VAZ,4700,sedan,16,1.6,Petrol,yes,2008,2115,front
Land Rover,83000,crossover,16,3,Petrol,yes,2015,Range Rover Sport,
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,front
Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,full
Smart,12000,other,16,1,Petrol,yes,2014,Fortwo,rear
BMW,112000,sedan,16,3,Diesel,yes,2015,730,full
Mercedes-Benz,144900,sedan,16,3,Diesel,yes,2014,S 350,full
BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M,full
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front
BMW,36900,sedan,17,2,Petrol,yes,2013,520,rear
Tesla,82300,sedan,17,1.8,Other,yes,2014,Model S,rear
Peugeot,21900,other,17,1.6,Petrol,yes,2011,RCZ,front
Toyota,10500,hatch,17,1,Petrol,yes,2016,Yaris,front
VAZ,650,sedan,17,1.5,Petrol,yes,1988,2107,rear
Jaguar,26000,sedan,17,3,Petrol,yes,2009,XF,rear
Geely,6300,hatch,17,1.5,Petrol,yes,2012,MK Cross,front
Geely,4900,sedan,17,1.5,Petrol,yes,2013,CK-2,
Mercedes-Benz,125000,sedan,17,3,Diesel,yes,2015,S 350,full
Hyundai,17950,crossover,17,2,Petrol,yes,2013,Santa FE,full
Citroen,10300,van,17,1.4,Petrol,yes,2011,C3 Picasso,front
Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350,full
Audi,39000,sedan,18,1.8,Other,yes,2015,A5,front
Nissan,94500,other,18,3.8,Petrol,yes,2014,GT-R,full
Nissan,94900,other,18,3.8,Petrol,yes,2013,GT-R,full
Geely,6700,crossover,18,1.8,Gas,yes,2014,MK Cross,full
Aston Martin,125000,sedan,18,6,Petrol,yes,2012,Rapide,rear
Land Rover,0,crossover,18,4.4,Diesel,yes,2015,Range Rover,full
Toyota,20900,sedan,18,2.5,Other,yes,2013,Camry,front
Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350,full
Volkswagen,18000,vagon,18,1.6,Diesel,yes,2011,Passat B7,front
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front
Nissan,4000,hatch,18,1.8,Other,no,2015,Leaf,
Nissan,14200,sedan,18,1.8,Other,yes,2014,Leaf,front
VAZ,5000,crossover,18,1.6,Gas,yes,1989,2121,full
Mercedes-Benz,2.00E+05,van,19,3.5,Petrol,yes,2013,Sprinter 324 ����.,rear
VAZ,3300,other,19,1.8,Other,yes,2007,2107,rear
Hyundai,10000,sedan,19,1.4,Petrol,yes,2011,Accent,front
Hyundai,12800,hatch,19,1.4,Petrol,yes,2013,i30,front
Ford,13266,hatch,19,1.8,Other,yes,2013,Focus Electric,front
Opel,13000,sedan,19,2.2,Petrol,yes,2007,Vectra C,front
BMW,85900,crossover,19,3,Diesel,yes,2015,X6,full
Volkswagen,52300,crossover,19,3,Diesel,yes,2014,Touareg,full
Land Rover,95000,crossover,19,5,Petrol,yes,2014,Range Rover Sport,full
BMW,71500,crossover,19,2.5,Diesel,yes,2015,X5,full
Ford,11500,hatch,19,1.4,Petrol,yes,2011,Focus,front
Renault,8299,sedan,19,1.2,Petrol,yes,2013,Logan,front
Ford,10000,hatch,19,1,Petrol,yes,2013,Fiesta,front
Nissan,17000,hatch,20,1.8,Other,yes,2014,Leaf,front
Toyota,28900,crossover,20,2.5,Petrol,yes,2013,Rav 4,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Hyundai,28888,crossover,20,2.2,Diesel,yes,2013,Santa FE,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Porsche,81000,sedan,20,3.6,Petrol,yes,2014,Panamera,full
Renault,17500,crossover,20,1.5,Diesel,yes,2016,Duster,full
Tesla,59000,sedan,20,1,Other,yes,2013,Model S,rear
Infiniti,49900,crossover,20,3,Diesel,yes,2015,QX70,full
Seat,19500,sedan,20,1.4,Petrol,yes,2015,Leon,front
Citroen,8499,other,20,1.2,Petrol,yes,2013,C-Elysee,front
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Daewoo,5600,sedan,20,1.5,Petrol,yes,2013,Lanos,front
Daewoo,2400,hatch,20,1.6,Gas,yes,1998,Nubira,front
Nissan,12300,hatch,20,1.2,Petrol,yes,2013,Micra,front
Smart,6750,other,20,1,Petrol,yes,2011,Fortwo,
Toyota,38500,crossover,20,5.7,Gas,yes,2014,Tundra,full
ZAZ,5400,sedan,20,1.5,Petrol,yes,2013,Lanos,front
Audi,68000,crossover,20,3,Petrol,yes,2014,Q5,full
Toyota,16900,hatch,20,1.6,Petrol,yes,2014,Auris,front
Mazda,4999,sedan,20,2,Gas,yes,1995,Xedos 9,front
BMW,75000,crossover,20,3,Diesel,yes,2014,X5,full
Honda,25000,crossover,20,2,Petrol,yes,2012,CR-V,full
BMW,57000,other,20,3.5,Petrol,yes,2013,X6,
Land Rover,89900,crossover,20,3,Diesel,yes,2014,Range Rover Sport,full
BYD,6700,hatch,20,1.5,Petrol,yes,2012,F3R,front
UAZ,5500,crossover,20,3,Gas,yes,1972,469,full
Volkswagen,35000,crossover,20,2,Diesel,yes,2014,Tiguan,full
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
ZAZ,400,sedan,20,1.8,Petrol,yes,1990,968,rear
Mitsubishi,24000,crossover,20,2.5,Diesel,yes,2013,Pajero Sport,full
Lamborghini,130000,other,20,5,Petrol,yes,2008,Gallardo,full
VAZ,703.95,sedan,20,1.3,Petrol,yes,1985,2106,rear
VAZ,1500,hatch,20,1.5,Petrol,yes,1990,2108,front
Hyundai,5850,crossover,20,2,Diesel,yes,2014,IX35,full
Skoda,8800,sedan,20,1.6,Petrol,yes,2007,Octavia A5,front
ZAZ,5400,sedan,20,1.5,Gas,yes,2013,Forza,front
VAZ,750,sedan,20,1.5,Petrol,yes,1975,2103,rear
Nissan,17700,hatch,21,0.11,Other,yes,2014,Leaf,front
Toyota,26500,crossover,21,2,Petrol,yes,2013,Rav 4,full
Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry,front
Ford,19000,sedan,21,2,Petrol,yes,2012,Mondeo,front
Mercedes-Benz,70000,other,21,6,Petrol,yes,2008,S 600,rear
Land Rover,162000,crossover,21,4.4,Diesel,yes,2015,Range Rover,full
Renault,8700,hatch,21,1.6,Petrol,yes,2011,Sandero,front
Chery,4100,sedan,21,1.3,Petrol,yes,2009,Jaggi,front
Geely,8500,sedan,21,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
Nissan,19500,other,21,3.5,Petrol,yes,2008,350Z,rear
Toyota,0,sedan,21,2.5,Petrol,yes,2015,Camry,front
Nissan,14700,hatch,21,1.8,Other,yes,2013,Leaf,front
SsangYong,16200,crossover,21,2,Diesel,yes,2014,Kyron,full
Audi,69999,crossover,21,3,Petrol,yes,2015,A6 Allroad,full
Renault,15000,sedan,21,1.5,Diesel,yes,2014,Fluence,front
Ford,11990,van,21,1.4,Petrol,yes,2013,B-Max,front
VAZ,1350,hatch,21,1.3,Petrol,yes,1988,2108,front
Nissan,3800,hatch,21,1.8,Other,no,2013,Leaf,
MG,8199,hatch,21,1.5,Petrol,yes,2014,5,front
Nissan,14999,hatch,21,1.8,Other,yes,2013,Leaf,front
Porsche,0,sedan,22,4.8,Petrol,yes,2014,Panamera,full
Mercedes-Benz,0,other,22,3,Diesel,yes,2015,S 350,full
Nissan,15700,hatch,22,0.11,Other,yes,2013,Leaf,front
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
Lexus,0,crossover,22,4.5,Diesel,yes,2016,LX 450,full
Nissan,15000,hatch,22,1.8,Other,yes,2014,Leaf,front
Porsche,112000,hatch,22,4.8,Petrol,yes,2014,Panamera,full
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
Volkswagen,20200,hatch,22,1.2,Petrol,yes,2014,Golf VII,front
Volkswagen,21000,hatch,22,1.2,Other,yes,2014,Golf VII,front
Tesla,61900,sedan,22,1.8,Other,yes,2013,Model S,rear
Renault,3600,van,22,1.9,Diesel,yes,2001,Kangoo ����.,front
Mercedes-Benz,26000,other,22,1.8,Petrol,yes,2014,C-Class,rear
Nissan,17000,hatch,22,1.8,Other,yes,2013,Leaf,rear
Hyundai,15500,crossover,22,2,Petrol,yes,2010,IX35,front
Rolls-Royce,0,sedan,22,6.75,Other,yes,2008,Phantom,rear
VAZ,1200,crossover,22,1.6,Petrol,yes,1986,2121,full
Mercedes-Benz,121500,sedan,22,3,Diesel,yes,2014,S 350,full
Opel,3500,hatch,22,2.2,Diesel,no,2003,Vectra C,front
Chery,4500,sedan,22,1.3,Gas,yes,2008,Kimo,front
Hyundai,10900,sedan,22,1.4,Petrol,yes,2014,Accent,front
SsangYong,16500,crossover,22,2,Diesel,yes,2013,Korando,front
Jaguar,39900,sedan,22,2,Petrol,yes,2015,XE,rear
Hyundai,16700,crossover,22,2,Petrol,yes,2011,IX35,full
Toyota,80000,crossover,23,4.5,Diesel,yes,2014,Land Cruiser 200,full
Smart,10700,other,23,1,Petrol,yes,2014,Fortwo,
Nissan,15000,crossover,23,2,Petrol,yes,2010,Qashqai,front
Peugeot,12000,hatch,23,1.6,Petrol,yes,2012,207,front
ZAZ,1800,hatch,23,1.2,Petrol,yes,2009,1103 �������,front
Nissan,14200,hatch,23,1.8,Other,yes,2014,Leaf,front
Volkswagen,18200,hatch,23,1.4,Petrol,yes,2013,Golf VI,front
Cadillac,47000,crossover,23,6.2,Petrol,yes,2008,Escalade,full
Mercedes-Benz,0,sedan,23,5.5,Petrol,yes,2011,S 550,full
BMW,81000,sedan,23,4.4,Petrol,yes,2014,M5,rear
MINI,20500,hatch,23,1.6,Petrol,yes,2014,Cooper,front
VAZ,1500,sedan,23,1.3,Petrol,yes,1985,2106,rear
Daewoo,4300,sedan,23,8,Petrol,yes,2012,Matiz,front
BMW,51500,crossover,23,3,Petrol,yes,2013,X6,full
Tesla,64900,sedan,23,1.8,Other,yes,2013,Model S,rear
Citroen,8300,hatch,23,1,Petrol,yes,2013,C1,front
Geely,3200,sedan,23,1.5,Other,yes,2013,CK,front
VAZ,1080,hatch,23,1.3,Petrol,yes,1989,2109,front
Nissan,17300,hatch,24,1.8,Other,yes,2013,Leaf,front
Skoda,22700,hatch,24,1.4,Petrol,yes,2014,Octavia A7,front
Audi,55000,hatch,24,2.8,Other,yes,2014,A7,full
Nissan,15500,hatch,24,1.8,Other,yes,2012,Leaf,front
Nissan,16699,hatch,24,1.8,Other,yes,2013,Leaf,front
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full
Mazda,20000,sedan,24,1.5,Petrol,yes,2014,3,front
Honda,30500,sedan,24,2.4,Petrol,yes,2015,Accord,front
Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris,front
Volkswagen,65000,crossover,24,1.8,Other,yes,2015,Touareg,
Geely,8700,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
Toyota,13850,hatch,24,1.6,Other,yes,2010,Auris,front
Toyota,0,sedan,24,2.5,Petrol,yes,2015,Camry,front
Lexus,55723.2,crossover,24,2.5,Petrol,yes,2014,NX 300,full
BMW,24999,vagon,24,2,Petrol,yes,2012,X1,rear
Jaguar,39900,sedan,24,2,Petrol,yes,2016,XE,rear
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,0,sedan,24,3,Diesel,yes,2015,S 350,full
Audi,62000,vagon,24,3,Diesel,yes,2015,A6 Allroad,full
Opel,920,hatch,24,1.3,Petrol,yes,1989,Kadett,front
Chevrolet,28950,sedan,24,1.4,Other,yes,2013,Volt,front
Porsche,114900,crossover,25,4.8,Petrol,yes,2013,Cayenne,full
BMW,22900,other,25,3,Petrol,yes,2008,325,rear
BMW,21900,other,25,2.5,Petrol,yes,2007,325,rear
Land Rover,52900,crossover,25,1.8,Petrol,yes,2012,Range Rover Sport,full
Lexus,45555,crossover,25,3.5,Petrol,yes,2013,RX 350,full
Toyota,14000,sedan,25,2.5,Petrol,yes,2014,Camry,front
Suzuki,6400,sedan,25,2.4,Petrol,yes,2011,Kizashi,full
VAZ,800,sedan,25,1.3,Petrol,yes,1979,2101,rear
Land Rover,0,crossover,25,5,Petrol,yes,2013,Range Rover,full
Daewoo,4900,sedan,25,1.3,Petrol,yes,2014,Sens,front
Infiniti,19900,other,25,3.7,Petrol,yes,2015,QX70,
Infiniti,19900,other,25,3.7,Petrol,yes,2015,FX 37,
GAZ,1400,van,25,1.8,Gas,yes,1999,2705 GAZ���,
Nissan,17000,hatch,25,1.8,Other,yes,2014,Leaf,front
Kia,11500,sedan,25,1.4,Petrol,yes,2013,Rio,front
VAZ,1600,hatch,25,1.3,Petrol,yes,1989,2108,front
VAZ,1950,other,25,1.5,Gas,yes,1998,2109,front
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,other,25,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,116500,sedan,25,3,Diesel,yes,2015,S 350,full
Volkswagen,20900,sedan,25,2,Diesel,yes,2015,Jetta,front
Nissan,9000,sedan,25,1.6,Petrol,yes,2011,Almera,front
Nissan,15300,hatch,25,1.8,Other,yes,2013,Leaf,front
Mazda,20000,sedan,25,2,Petrol,yes,2015,6,front
Volvo,19899,hatch,25,1.6,Diesel,yes,2013,V40,front
ZAZ,6880,hatch,25,1.5,Petrol,yes,2014,Vida,front
Audi,2300,vagon,25,2.5,Diesel,no,1999,A6,front
GAZ,5100,sedan,25,2.4,Petrol,yes,2008,31105,rear
Ford,24300,hatch,25,0.14,Other,yes,2013,Focus,front
ZAZ,2800,sedan,25,1.2,Petrol,yes,2006,1103 �������,front
Nissan,28900,crossover,25,2,Petrol,yes,2014,X-Trail,full
Nissan,12400,hatch,26,1.8,Other,yes,2011,Leaf,
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear
Mazda,26500,sedan,26,2.5,Petrol,yes,2014,6,front
Volkswagen,16000,hatch,26,1.2,Petrol,yes,2014,Polo,front
Daewoo,5700,hatch,26,0.8,Petrol,yes,2012,Matiz,front
Opel,10990,hatch,26,1.6,Petrol,yes,2013,Astra H,front
BMW,45500,other,26,2,Diesel,yes,2015,520,rear
BMW,4100,sedan,26,3,Diesel,no,2001,530,rear
Nissan,20900,other,26,2,Petrol,yes,2013,Qashqai,full
Daewoo,4600,sedan,26,1.3,Gas,yes,2014,Sens,front
Volkswagen,22000,sedan,26,1.8,Petrol,yes,2011,Passat CC,front
Fiat,15500,van,26,1.4,Petrol,yes,2014,500 L,front
Mercedes-Benz,41500,other,26,1.8,Diesel,yes,2013,E-Class,rear
Ford,16000,van,26,1.6,Diesel,yes,2014,Tourneo Connect ����.,front
Tesla,80000,sedan,27,1.8,Other,yes,2013,Model S,front
Nissan,16238,hatch,27,1.8,Other,yes,2013,Leaf,front
Hyundai,18800,crossover,27,2,Petrol,yes,2012,IX35,full
Smart,14450,other,27,1.8,Other,yes,2013,Fortwo,front
Audi,51500,crossover,27,3,Diesel,yes,2013,Q7,full
Chrysler,12500,sedan,27,2.4,Petrol,yes,2006,PT Cruiser,
Hyundai,0,sedan,27,5,Petrol,yes,2013,Genesis,rear
Audi,30900,crossover,27,2,Petrol,yes,2011,Q5,full
VAZ,5200,sedan,27,1.6,Petrol,yes,2011,2110,front
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full
Ford,15500,hatch,27,1.8,Other,yes,2012,Focus Electric,front
Daewoo,4500,sedan,27,1.3,Petrol,yes,2005,Sens,front
Nissan,18000,hatch,27,1.8,Other,yes,2013,Leaf,front
Hyundai,8200,hatch,27,1.4,Petrol,yes,2011,i30,
Nissan,20820,crossover,27,1.6,Gas,yes,2015,Juke,front
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,119000,sedan,27,3,Diesel,yes,2014,S 350,full
Nissan,14200,sedan,28,1.8,Other,yes,2014,Leaf,front
Subaru,17000,crossover,28,2,Petrol,yes,2010,Forester,full
Toyota,0,hatch,28,1.6,Petrol,yes,2014,Auris,front
Seat,17600,hatch,28,1.4,Petrol,yes,2014,Leon,front
Hyundai,7600,sedan,28,1.4,Petrol,yes,2008,Accent,front
VAZ,1300,hatch,28,1.3,Petrol,yes,1991,2108,front
Audi,51500,crossover,28,3,Diesel,yes,2014,Q7,full
BMW,4500,sedan,28,1.9,Petrol,yes,1995,318,
Peugeot,10800,van,28,1.6,Diesel,yes,2014,Partner ����.,front
Volkswagen,0,other,28,2,Diesel,yes,2015,Amarok,full
VAZ,3000,crossover,28,1.7,Petrol,yes,1990,2121,full
Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla,front
Kia,10900,sedan,28,1.8,Petrol,yes,2013,Rio,front
VAZ,2450,sedan,28,1.5,Petrol,yes,2001,2106,rear
Mercedes-Benz,39900,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear
Nissan,15861,hatch,29,1.8,Other,yes,2014,Leaf,front
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
ZAZ,4600,sedan,29,1.3,Petrol,yes,2015,Sens,front
Mercedes-Benz,295000,sedan,29,6,Petrol,yes,2011,S 600,rear
Kia,22000,crossover,29,2,Gas,yes,2013,Sportage,full
Mercedes-Benz,295000,sedan,29,6,Petrol,yes,2011,S-Guard,rear
Mercedes-Benz,54500,sedan,29,3,Diesel,yes,2012,CLS 350,rear
Mazda,22300,sedan,29,2,Petrol,yes,2015,6,front
Mercedes-Benz,0,sedan,29,6,Petrol,yes,2011,S-Guard,rear
Volkswagen,9500,hatch,29,1.4,Petrol,yes,2014,Polo,front
Nissan,21700,crossover,29,2,Diesel,yes,2013,X-Trail,full
BMW,45000,sedan,29,2,Diesel,yes,2016,520,rear
Opel,1800,vagon,29,1.6,Petrol,yes,1990,Kadett,front
BMW,42500,crossover,29,3,Petrol,yes,2011,X3,full
Nissan,22500,crossover,29,1.6,Petrol,yes,2014,Juke,full
Citroen,8200,other,29,1.8,Petrol,yes,2012,C1,front
Fiat,15100,vagon,29,1.4,Gas,yes,2014,500 L,front
Mitsubishi,21000,crossover,29,2,Gas,yes,2014,ASX,full
Toyota,76500,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full
Toyota,28800,crossover,29,2.2,Diesel,yes,2015,Rav 4,full
VAZ,1050,sedan,29,1.5,Petrol,yes,1996,2107,rear
Nissan,20447.154,crossover,30,1.2,Petrol,yes,2016,Qashqai,front
Mercedes-Benz,99999,crossover,30,3,Petrol,yes,2016,GLE-Class,full
Land Rover,0,crossover,30,4.4,Diesel,yes,2016,Range Rover,full
Nissan,26033.553,crossover,30,1.6,Diesel,yes,2016,X-Trail,full
BMW,65099,crossover,30,2,Diesel,yes,2016,X5,full
Mercedes-Benz,69999,crossover,30,2.2,Diesel,yes,2016,GLE-Class,full
BMW,63000,crossover,30,2,Diesel,yes,2015,X5,full
Mercedes-Benz,105999,crossover,30,2.98,Diesel,yes,2016,GLE-Class,full
Mercedes-Benz,99999,crossover,30,2.99,Diesel,yes,2016,GLE-Class,full
Mercedes-Benz,70999,crossover,30,2.2,Diesel,yes,2016,GLE-Class,full
Nissan,20241.897,crossover,30,1.6,Petrol,yes,2015,Juke,front
Mercedes-Benz,0,crossover,30,3,Diesel,yes,2016,GLE-Class,full
Kia,20633.886,crossover,30,1.7,Diesel,yes,2016,Sportage,front
Toyota,195000,crossover,30,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,0,crossover,30,3,Diesel,yes,2016,GLE-Class,full
Toyota,0,crossover,30,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,0,crossover,30,4.6,Petrol,yes,2016,GLS 500,full
